key_mlbam,key_bbref,key_bbref_minors,key_fangraphs,name_last,name_first,name_given,name_suffix,name_matrilineal,birth_year,birth_month,birth_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last
121814,schirca01,schira001cal,1011563,Schiraldi,Calvin,Calvin Drew,,,1962,6,16,1983,1991,1984,1991
121835,schmije01,schmid002jef,1011584,Schmidt,Jeff,Jeffrey Thomas,,,1971,2,21,1992,1998,1996,1996
435947,,schmid001kei,NA,Schmidt,Keith,Keith A.,,,1971,2,25,1989,1994,NA,NA
150011,schoesc01,schoen001sco,33,Schoeneweis,Scott,Scott David,,,1973,10,2,1996,2010,1999,2010
439615,,schoen003cha,NA,Schoenvogel,Chad,Chad A.,,,1971,8,10,1991,1992,NA,NA
121854,schofdi02,schofi001ric,1011602,Schofield,Dick,Richard Craig,,,1962,11,21,1981,1996,1983,1996
121856,schoomi01,school001mic,1011605,Schooler,Mike,Michael Ralph,,,1962,8,10,1985,1995,1988,1993
121860,schoupe01,schour001pet,1011608,Schourek,Pete,Peter Alan,,,1969,5,10,1987,2001,1991,2001
150112,schrest02,schren001ste,1011614,Schrenk,Steve,Steven Wayne,,,1968,11,20,1987,2002,1999,2000
121876,schuler01,schull001eri,1011630,Schullstrom,Erik,Erik Paul,,,1969,3,25,1990,2002,1994,1995
443118,,schult001joh,NA,Schulte,John,John A.,,,1972,4,6,1990,1992,NA,NA
121898,schuldo01,schulz001don,1011629,Schulze,Don,Donald Arthur,,,1962,9,27,1980,1993,1983,1989
121904,schutca01,schutz001car,1011653,Schutz,Carl,Carl James,,,1971,8,22,1993,1999,1996,1996
438026,,schwab001chr,NA,Schwab,Chris,Christopher David,,,1974,7,25,1993,2001,NA,NA
121931,scottga01,scott-002gar,1011680,Scott,Gary,Gary Thomas,,,1968,8,22,1989,1997,1991,1992
121947,scottti01,scott-001tim,1011694,Scott,Tim,Timothy Dale,,,1966,11,16,1984,2002,1991,1997
121951,scuddsc01,scudde003wil,1011699,Scudder,Scott,William Scott,,,1968,2,14,1986,1995,1989,1993
121955,seaneru01,seanez001rud,1279,Seanez,Rudy,Rudy Caballero,,,1968,10,20,1986,2009,1989,2008
121957,searcst01,searcy001wil,1011704,Searcy,Steve,William Steven,,,1964,6,4,1985,1993,1988,1992
331492,searsto01,sears-001tod,1645,Sears,Todd,Todd Andrew,,,1975,10,23,1997,2007,2002,2003
150144,seaybo01,seay--001rob,1225,Seay,Bobby,Robert Michael,,,1978,6,20,1997,2009,2001,2009
121962,sebrabo01,sebra-001rob,1011709,Sebra,Bob,Robert Bush,,,1961,12,11,1983,1998,1985,1990
440927,,seefri001tat,NA,Seefried,Tate,Tate Carsten,,,1972,4,22,1990,1998,NA,NA
438418,,sekany001jas,NA,Sekany,Jason,Jason David,,,1975,7,20,1996,2001,NA,NA
121986,seleaa01,sele--001aar,34,Sele,Aaron,Aaron Helmer,,,1970,6,25,1991,2007,1993,2007
122007,serafda01,serafi001dan,1812,Serafini,Dan,Daniel Joseph,,,1974,1,25,1992,2013,1996,2007
122011,servasc01,servai001sco,1011756,Servais,Scott,Scott Daniel,,,1967,6,4,1989,2002,1991,2001
454523,,shabaz001bas,NA,Shabazz,Basil,Basil Bashir,,,1972,1,31,1991,1995,NA,NA
442360,,shaw--002mal,NA,Shaw,Curtis,Malcolm Curtis,,,1969,8,16,1990,1998,NA,NA
442127,,sheffe001cha,NA,Sheffer,Chad,Chadwick Van,,,1973,12,17,1995,1996,NA,NA
122111,sheffga01,sheffi001gar,114,Sheffield,Gary,Gary Antonian,,,1968,11,18,1986,2009,1988,2009
442232,,sheffi001ant,NA,Sheffield,Tony,Antonio Cortez,,,1974,2,17,1992,1998,NA,NA
122120,sheltbe01,shelto002ben,1011860,Shelton,Ben,Benjamin Davis,,,1969,9,21,1987,1995,1993,1993
443277,,shepar001dav,NA,Shepard,David,David Michael,,,1974,2,6,1996,2006,NA,NA
442673,,shephe001alv,NA,Shepherd,Al,Alvie Conrad,Jr.,,1974,5,12,1996,1999,NA,NA
442951,,sheppa001don,NA,Sheppard,Don,Donald Lee,,,1971,5,2,1989,1999,NA,NA
467230,,sherid002jos,NA,Sheridan,Bobby,Joseph Robert,,,1969,2,4,1989,1989,NA,NA
440954,,shirle001alf,NA,Shirley,Al,Alfred Manuel,,,1973,10,18,1991,1998,NA,NA
122201,shueypa01,shuey-001pau,406,Shuey,Paul,Paul Kenneth,,,1970,9,16,1992,2007,1994,2007
442312,,shumat002jac,NA,Shumate,Jacob,Jacob Bradley,,,1976,1,22,1994,2001,NA,NA
122205,shumpte01,shumpe001ter,449,Shumpert,Terry,Terrance Darnell,,,1966,8,16,1987,2004,1990,2003
122236,silveda01,silves001dav,1011972,Silvestri,Dave,David Joseph,,,1967,9,29,1989,1999,1992,1999
137000,simmobr01,simmon002bri,1011979,Simmons,Brian,Brian Lee,,,1973,9,4,1995,2004,1998,2001
455460,,simmon001eno,NA,Simmons,Enoch,Enoch Peril,,,1967,9,28,1988,1994,NA,NA
122245,simmone01,simmon001nel,1011984,Simmons,Nelson,Nelson Bernard,,,1963,6,27,1981,2000,1984,1987
455568,,simons001rob,NA,Simonson,Bob,Robert Lee,,,1964,5,30,1984,1993,NA,NA
442241,,simont002ben,NA,Simonton,Benji,Benji Kendue,,,1972,5,12,1992,1999,NA,NA
150334,singlch01,single001chr,170,Singleton,Chris,Christopher Verdell,,,1972,8,15,1993,2005,1999,2005
122290,skalsjo01,skalsk001jos,1012030,Skalski,Joe,Joseph Douglas,,,1964,9,26,1986,1990,1989,1989
122330,slusajo01,slusar001jos,1012071,Slusarski,Joe,Joseph Andrew,,,1966,12,19,1989,2001,1991,2001
122331,smajscr01,smajst001cra,1012072,Smajstrla,Craig,Craig Lee,,,1962,6,19,1981,1991,1988,1988
455476,,smalls001rob,NA,Smalls,Roberto,Roberto Rojas Ventura,,,1970,9,17,1988,1990,NA,NA
437116,,smith-001cam,NA,Smith,Cam,Cameron,,,1973,9,20,1993,2006,NA,NA
567212,,smith-012jam,NA,Smith,Chad,James Chad,,,1968,2,2,1986,1990,NA,NA
438107,,smith-003chr,NA,Smith,Chris,Christopher A.,,,1974,1,14,1992,1996,NA,NA
137203,smithda05,smith-015dan,1012120,Smith,Dan,Daniel Scott,,,1969,4,20,1990,2001,1992,1994
122398,smithgr01,smith-005gre,1012147,Smith,Greg,Gregory Alan,,,1967,4,5,1985,1995,1989,1991
442262,,smith-002byr,NA,Smith,Hut,Byrond Ladrear,,,1973,6,8,1992,2003,NA,NA
122432,smithma03,smith-006mar,540,Smith,Mark,Mark Edward,,,1970,5,7,1991,2005,1994,2003
440831,,smith-006mat,NA,Smith,Matt,Matthew Douglas,,,1976,6,2,1994,1998,NA,NA
122443,smithpe02,smith-003pet,1012191,Smith,Pete,Peter John,,,1966,2,27,1984,1999,1987,1998
439216,,smith-001rod,NA,Smith,Rod,Rodriguez John,,,1975,9,2,1994,2002,NA,NA
122473,smithza01,smith-001zan,1012218,Smith,Zane,Zane William,,,1960,12,28,1982,1996,1984,1996
122474,smithro02,smithb001rog,1012203,Smithberg,Roger,Roger Craig,,,1966,3,21,1988,1994,1993,1994
122509,snydeco02,snyder003jam,1012244,Snyder,Cory,James Cory,,,1962,11,11,1985,1995,1986,1994
470548,,snyder001ran,NA,Snyder,Randy,Randall Howard,,,1967,3,28,1988,1995,NA,NA
457345,,sodder002mic,NA,Sodders,Mike,Michael Wayne,,,1958,12,26,1981,1984,NA,NA
122518,soderst01,soders001ste,1012261,Soderstrom,Steve,Stephen Andrew,,,1972,4,3,1994,2000,1996,1996
435757,,sparma001bla,NA,Sparma,Blase,Blase Joseph,,,1970,7,6,1991,1994,NA,NA
467245,,speake001jos,NA,Speakes,Joe,Joseph M.,,,1969,11,7,1987,1989,NA,NA
136461,spencst02,spence002sta,1012329,Spencer,Stan,Stanley Roger,,,1969,8,7,1991,2002,1998,2000
122593,spierbi01,spiers002wil,1012338,Spiers,Bill,William James,,,1966,6,5,1987,2001,1989,2001
122612,spraged02,spragu002edw,1012356,Sprague,Ed,Edward Nelson,Jr.,,1967,7,25,1989,2002,1991,2001
451908,,spratk001ken,NA,Spratke,Ken,Kenneth John,,,1963,2,24,1984,1989,NA,NA
438131,,spykst001dav,NA,Spykstra,Dave,David John,,,1973,8,26,1992,2004,NA,NA
122641,stahosc01,stahov001sco,1012384,Stahoviak,Scott,Scott Edmund,,,1970,3,6,1991,2000,1993,1998
122661,stanist01,stanic001ste,1012404,Stanicek,Steve,Stephen Blair,,,1961,6,19,1982,1990,1987,1989
122686,starkma01,stark-001mat,1012429,Stark,Matt,Matthew Scott,,,1965,1,21,1983,1999,1987,1990
275932,stensde01,stenso001der,215,Stenson,Dernell,Dernell Renauld,,,1978,6,17,1996,2003,2003,2003
527089,,stephe002bri,NA,Stephenson,Brian,Brian Jerry,,,1973,7,17,1994,2001,NA,NA
122756,stephph01,stephe001phi,1012498,Stephenson,Phil,Phillip Raymond,,,1960,9,19,1982,1994,1989,1992
441654,,steven001kri,NA,Stevens,Kris,Kristopher Scott,,,1977,9,19,1996,2002,NA,NA
122765,stevele01,steven001dew,796,Stevens,Lee,DeWain Lee,,,1967,7,10,1986,2003,1990,2002
122771,steveto01,stever001tod,1012513,Steverson,Todd,Todd Anthony,,,1971,11,15,1992,1998,1995,1996
122784,stewash01,stewar001sha,1322,Stewart,Shannon,Shannon Harold,,,1974,2,25,1992,2008,1995,2008
122796,stillku01,stillw001kur,1012536,Stillwell,Kurt,Kurt Andrew,,,1965,6,4,1983,1996,1986,1996
122811,stockke01,stocke001kev,1012549,Stocker,Kevin,Kevin Douglas,,,1970,2,13,1991,2001,1993,2000
467392,,stoll-001ric,NA,Stoll,Rich,Richard Jay,,,1962,9,23,1983,1987,NA,NA
435881,,stowe-001chr,NA,Stowe,Chris,Christopher L.,,,1979,6,8,1997,1997,NA,NA
408315,,stratt002rob,NA,Stratton,Rob,Robert Vaughn,,,1977,10,7,1996,2006,NA,NA
122864,strawda01,strawb001dar,1012606,Strawberry,Darryl,Darryl Eugene,,,1962,3,12,1980,1999,1983,1999
506427,,strode001jam,NA,Strode,Les,James Lester,,,1958,6,17,1980,1988,NA,NA
443266,,stroms001rya,NA,Stromsborg,Ryan,Ryan Stephen,,,1974,12,19,1996,1999,NA,NA
122899,stubbfr01,stubbs001fra,1012643,Stubbs,Franklin,Franklin Lee,,,1960,10,21,1982,1995,1984,1995
122904,stullev01,stull-001eve,712,Stull,Everett,Everett James,,,1971,8,24,1992,2007,1997,2002
122918,stynech01,stynes001chr,303,Stynes,Chris,Christopher Desmond,,,1973,1,19,1991,2004,1995,2004
458397,,sulliv001car,NA,Sullivan,Carl,Carl James,,,1968,7,4,1986,1991,NA,NA
122975,sullisc01,sulliv007wil,357,Sullivan,Scott,William Scott,,,1971,3,13,1993,2005,1995,2004
441012,,suplee001ray,NA,Suplee,Ray,Raymond Crawford,,,1970,12,15,1992,1997,NA,NA
122987,suppaje01,suppan001jef,633,Suppan,Jeff,Jeffrey Scot,,,1975,1,2,1993,2012,1995,2012
122989,surhob.01,surhof001wil,117,Surhoff,B. J.,William James,,,1964,8,4,1985,2005,1987,2005
123011,sveumda01,sveum-001dal,1012748,Sveum,Dale,Dale Curtis,,,1963,11,23,1982,1999,1986,1999
443852,,swaffo001der,NA,Swafford,Derek,Derek Lemoi,,,1975,1,21,1993,1997,NA,NA
123053,swiftbi02,swift-001wil,1012788,Swift,Bill,William Charles,,,1961,10,27,1985,1998,1985,1998
123057,swindgr01,swinde001for,76,Swindell,Greg,Forest Gregory,,,1965,1,2,1986,2003,1986,2002
438060,,swinto001jer,NA,Swinton,Jermaine,Jermaine Ladal,,,1972,10,9,1990,2003,NA,NA
492537,,szekel001jos,NA,Szekely,Joe,Joseph,,,1961,6,28,1982,1998,NA,NA
123068,tabakje01,tabaka001jef,1012802,Tabaka,Jeff,Jeffrey Jon,,,1964,1,17,1986,2002,1994,2001
123075,tackeje01,tacket001jef,1012809,Tackett,Jeff,Jeffrey Wilson,,,1965,12,1,1984,1997,1991,1994
438061,,taglia002eug,NA,Tagliaferri,Gino,Eugene Wesley,,,1971,1,15,1989,1990,NA,NA
455578,,talama001gre,NA,Talamantez,Greg,Gregory Roland,,,1965,10,17,1984,1991,NA,NA
123088,tannebr01,tanner001bru,1012820,Tanner,Bruce,Bruce Matthew,,,1961,12,9,1983,1989,1985,1985
123090,tapanke01,tapani001kev,1012824,Tapani,Kevin,Kevin Ray,,,1964,2,18,1986,2001,1989,2001
123096,tartada01,tartab001dan,1012829,Tartabull,Danny,Danilo,,Mora,1962,10,30,1980,1997,1984,1997
123109,tatumji01,tatum-002jam,1012842,Tatum,Jim,James Ray,,,1967,10,9,1985,2000,1992,1998
441599,,taulbe001and,NA,Taulbee,Andy,Andrew Judson,,,1972,10,5,1994,1998,NA,NA
447688,,taylor002bri,NA,Taylor,Brien,Brien M.,,,1971,12,26,1992,2000,NA,NA
150114,taylore01,taylor001reg,358,Taylor,Reggie,Reginald Tremain,,,1977,1,12,1995,2010,2000,2005
123157,taylote01,taylor001ter,1012890,Taylor,Terry,Terry Derrell,,,1964,7,28,1982,1993,1988,1988
438077,,taylor003tho,NA,Taylor,Tommy,Thomas Antonio,,,1970,7,16,1989,2004,NA,NA
123177,telfoan01,telfor001ant,1282,Telford,Anthony,Anthony Charles,,,1966,3,6,1987,2007,1990,2002
437171,,terrel002jam,NA,Terrell,Jimmy,James Michael,,,1977,9,8,1996,2004,NA,NA
438370,,terry-001ant,NA,Terry,Tony,Antonio Bernard,,,1975,8,2,1994,1998,NA,NA
440554,,tetz--001kri,NA,Tetz,Kris,Kristofer J.,,,1978,9,3,1997,2001,NA,NA
123212,teufeti01,teufel001tim,1012940,Teufel,Tim,Timothy Shawn,,,1958,7,7,1980,1993,1983,1993
123230,thigpbo01,thigpe001rob,1012958,Thigpen,Bobby,Robert Thomas,,,1963,7,17,1985,1996,1986,1994
123245,thomafr04,thomas004fra,255,Thomas,Frank,Frank Edward,,,1968,5,27,1989,2008,1990,2008
461121,,thomas002kei,NA,Thomas,Keith,Keith Andre,,,1968,9,12,1986,2000,NA,NA
123255,thomala01,thomas002lar,1012983,Thomas,Larry,Larry Wayne,,,1969,10,25,1991,2000,1995,1997
123258,thomami01,thomas004mic,1012987,Thomas,Mike,Michael Steven,,,1969,9,2,1989,1995,1995,1995
123294,thompju02,thomps001jus,8217,Thompson,Justin,Justin Willard,,,1973,3,8,1991,2006,1996,2005
123296,thompma01,thomps004mar,1013019,Thompson,Mark,Mark Radford,,,1971,4,7,1992,2003,1994,2000
462202,,thouts001pau,NA,Thoutsis,Paul,Paul Harry,,,1965,10,23,1983,1996,NA,NA
467921,,thread001chr,NA,Threadgill,Christopher,Christopher Lee,,,1969,5,20,1988,1990,NA,NA
462203,,thread001geo,NA,Threadgill,George,George Matthew,,,1964,10,19,1983,1991,NA,NA
123326,thurmga01,thurma001gar,1013051,Thurman,Gary,Gary Montez,,,1964,11,12,1983,1998,1987,1997
123327,thurmmi01,thurma001mic,852,Thurman,Mike,Michael Richard,,,1973,7,22,1994,2004,1997,2002
443962,,thurst001jer,NA,Thurston,Jerrey,Jerrey Allen,,,1972,4,17,1990,2001,NA,NA
123332,tibbsja01,tibbs-001jay,1013055,Tibbs,Jay,Jay Lindsey,,,1962,1,4,1980,1990,1984,1990
442899,,timmer001hea,NA,Timmerman,Heath,Heath,,,1977,8,29,1997,2000,NA,NA
123355,tinslle01,tinsle001lee,1013077,Tinsley,Lee,Lee Owen,,,1969,3,4,1987,2000,1993,1997
462204,,toale-001joh,NA,Toale,John,John Emmett,,,1965,1,11,1983,1993,NA,NA
438277,,tobin-001dan,NA,Tobin,Dan,Daniel K.,,,1971,10,17,1990,1992,NA,NA
123387,tomkobr01,tomko-001bre,1056,Tomko,Brett,Brett Daniel,,,1973,4,7,1995,2014,1997,2011
123417,torveke01,torve-001kel,1013138,Torve,Kelvin,Kelvin Curtis,,,1960,1,10,1981,1993,1988,1991
440063,,tucci-001pet,NA,Tucci,Pete,Peter Joseph,,,1975,10,8,1996,2001,NA,NA
123494,tuckemi01,tucker001mic,635,Tucker,Michael,Michael Anthony,,,1971,6,25,1993,2009,1995,2006
324892,tucket.01,tucker004tho,800,Tucker,T. J.,Thomas John,,,1978,8,20,1997,2008,2000,2005
436551,,tuniso001ric,NA,Tunison,Rich,Richard Scott,,,1969,3,3,1989,1994,NA,NA
123502,tunnele01,tunnel001byr,1013218,Tunnell,Lee,Byron Lee,,,1960,10,30,1981,1995,1982,1989
439755,,tweedl001bra,NA,Tweedlie,Brad,Bradley Charles,,,1971,12,9,1993,2000,NA,NA
436534,,tynan-001chr,NA,Tynan,Chris,Christopher S.,,,1978,11,15,1997,1999,NA,NA
470563,,tyson-001kev,NA,Tyson,Kevin,Kevin Neal,,,1970,4,30,1988,1989,NA,NA
467923,,urman-001mic,NA,Urman,Mike,Michael Davin,,,1969,7,11,1987,1989,NA,NA
400284,utleych01,utley-002cha,1679,Utley,Chase,Chase Cameron,,,1978,12,17,2000,2018,2003,2018
443725,,vael--001rob,NA,Vael,Rob,Robert Richard,,,1976,1,8,1997,2002,NA,NA
123596,valdema01,valdes001mar,1013313,Valdes,Marc,Marc Christopher,,,1971,12,20,1993,2005,1995,2001
123610,valenjo03,valent002jos,256,Valentin,Jose,Jose Antonio,,Rosario,1969,10,12,1987,2008,1992,2007
437338,,vandew001rya,NA,Van De Weg,Ryan,Ryan Thomas,,,1974,2,24,1995,1999,NA,NA
123650,vanpoto01,vanpop001tod,1284,Van Poppel,Todd,Todd Matthew,,,1971,12,9,1990,2004,1991,2004
123639,vandejo02,vander004joh,853,Vander Wal,John,John Henry,,,1966,4,29,1987,2004,1991,2004
123652,vanrybe01,vanryn001ben,1013362,VanRyn,Ben,Benjamin Ashley,,,1971,8,9,1990,1999,1996,1998
436569,,vargas001jul,NA,Vargas,Julio,Julio,,,1970,7,11,1989,1991,NA,NA
123660,varitja01,varite001jas,217,Varitek,Jason,Jason Andrew,,,1972,4,11,1995,2011,1997,2011
123678,vaughmo01,vaughn001mau,899,Vaughn,Mo,Maurice Samuel,,,1967,12,15,1989,2003,1991,2003
123697,venturo01,ventur002rob,854,Ventura,Robin,Robin Mark,,,1967,7,14,1989,2004,1989,2004
438865,,vessel001and,NA,Vessel,Andrew,Andrew,,,1975,3,11,1993,2000,NA,NA
123725,villoro01,villon001ron,1010,Villone,Ron,Ronald Thomas,,,1970,1,16,1993,2011,1995,2009
400012,vininke01,vining001ken,1013431,Vining,Ken,Kenneth Edward,,,1974,12,5,1996,2003,2001,2001
123732,violafr01,viola-001fra,1013435,Viola,Frank,Frank John,,,1960,4,19,1981,1996,1982,1996
436582,,virgil001geo,NA,Virgilio,George,George Carmine,,,1971,2,15,1990,1998,NA,NA
123740,vitiejo01,vitiel001jos,1748,Vitiello,Joe,Joseph David,,,1970,4,11,1991,2005,1995,2003
451068,,vlcek-001jam,NA,Vlcek,Jim,James John,,,1966,12,17,1985,1993,NA,NA
123756,vosbeed01,vosber001edw,1426,Vosberg,Ed,Edward John,,,1961,9,28,1983,2007,1986,2002
445832,,wacha-001cha,NA,Wacha,Chuck,Charles David,,,1964,12,2,1986,1989,NA,NA
462211,,wade--001sco,NA,Wade,Scott,Scott Lamar,,,1963,4,26,1984,1995,NA,NA
123790,wagnebi02,wagner002wil,578,Wagner,Billy,William Edward,,,1971,7,25,1993,2010,1995,2010
439135,,wagner001bre,NA,Wagner,Bret,Bret Ashley,,,1973,4,17,1994,1997,NA,NA
442905,,wagner003den,NA,Wagner,Denny,Denny Lee,,,1976,11,8,1997,2003,NA,NA
443362,,wagner002jos,NA,Wagner,Joe,Joseph Terrance,,,1971,12,8,1993,1997,NA,NA
123788,wagnema02,wagner002mat,1013489,Wagner,Matt,Matthew William,,,1972,4,4,1994,2003,1996,1996
123794,wainhda01,wainho001dav,1013492,Wainhouse,Dave,David Paul,,,1967,11,7,1989,2001,1991,2000
443941,,walden001ron,NA,Walden,Ron,Ronnie D.,,,1972,9,28,1990,1993,NA,NA
447069,,walker006ver,NA,Walker,Hugh,Vernon Hugh,,,1970,2,9,1988,1997,NA,NA
439449,,walker005jam,NA,Walker,Jim,James L.,,,1971,2,26,1993,1995,NA,NA
123836,walkemi01,walker002mic,1013527,Walker,Mike,Michael Charles,,,1966,10,4,1986,1999,1988,1996
442227,,walker001vas,NA,Walker,Shon,Vashon Lamar,,,1974,6,9,1992,1998,NA,NA
123842,walketo04,walker001tod,359,Walker,Todd,Todd Arthur,,,1973,5,25,1994,2007,1996,2007
400104,walkety01,walker001tyl,901,Walker,Tyler,Tyler Lanier,,,1976,5,15,1997,2011,2002,2010
440292,,wallac001bil,NA,Wallace,B. J.,Billy Lyle,,,1971,5,18,1993,1996,NA,NA
123856,wallade01,wallac002der,1013544,Wallace,Derek,Derek Robert,,,1971,9,1,1992,1999,1996,1999
123913,wardco01,ward--001col,1013606,Ward,Colin,Colin Norval,,,1960,11,22,1982,1988,1985,1985
123929,warddu01,ward--001roy,1013609,Ward,Duane,Roy Duane,,,1964,5,28,1982,1996,1986,1995
436708,,ward--001jon,NA,Ward,Jon,Jonathan C.,,,1974,11,13,1995,1996,NA,NA
123932,wardlcu01,wardle001cur,1013620,Wardle,Curt,Curtis Ray,,,1960,11,16,1981,1987,1984,1985
123933,wareje01,ware--001jef,1013626,Ware,Jeff,Jeffrey Allan,,,1970,11,11,1992,2002,1995,1996
440669,,warren001der,NA,Warren,Derrick,Derrick L.,,,1970,11,5,1992,1992,NA,NA
443147,,warren001des,NA,Warren,Deshawn,Deshawn Lesha,,,1974,5,5,1992,1999,NA,NA
123955,wasdijo01,wasdin001joh,1768,Wasdin,John,John Truman,,,1972,8,5,1993,2009,1995,2007
132220,washbja01,washbu001jar,40,Washburn,Jarrod,Jarrod Michael,,,1974,8,13,1995,2009,1998,2009
447085,,washin001kra,NA,Washington,Kraig,Kraig Allen,,,1968,5,28,1988,1990,NA,NA
457343,,washin001ran,NA,Washington,Randy,Randy Lynn,,,1963,8,7,1981,1990,NA,NA
123968,wasinma01,wasing001mar,1013660,Wasinger,Mark,Mark Thomas,,,1961,8,4,1982,1997,1986,1988
123980,watkipa01,watkin003wil,1013672,Watkins,Pat,William Patrick,,,1972,9,2,1993,2001,1997,1999
123982,watsoal01,watson001all,1013675,Watson,Allen,Allen Kenneth,,,1970,11,18,1991,2002,1993,2000
443572,,watson001fra,NA,Watson,Preston,Frank Preston,,,1967,4,18,1988,1993,NA,NA
443214,,watts-001jos,NA,Watts,Josh,Joshua William,,,1975,3,24,1993,1998,NA,NA
123997,waynega01,wayne-001gar,1013690,Wayne,Gary,Gary Anthony,,,1962,11,30,1984,1995,1989,1994
124000,weathda01,weathe002joh,902,Weathers,David,John David,,,1969,9,25,1988,2009,1991,2009
213711,weaveje01,weaver002jef,503,Weaver,Jeff,Jeffrey Charles,,,1976,8,22,1998,2010,1999,2010
124007,weaveji03,weaver004jam,1013701,Weaver,Jim,James Francis,,,1959,10,10,1980,1990,1985,1989
440729,,webb--001dou,NA,Webb,Doug,Douglas Brent,,,1973,8,25,1994,1996,NA,NA
124029,wedgeer01,wedge-001eri,1013723,Wedge,Eric,Eric Michael,,,1968,1,27,1989,1997,1991,1994
442943,,weinke001chr,NA,Weinke,Chris,Christopher Jon,,,1972,7,31,1991,1996,NA,NA
124054,weisswa01,weiss-001wal,1013748,Weiss,Walt,Walter William,,,1963,11,28,1985,2000,1987,2000
150115,welchmi03,welch-002mic,1013759,Welch,Mike,Michael Paul,,,1972,8,25,1993,2002,1998,1998
124071,wellsda01,wells-002dav,855,Wells,David,David Lee,,,1963,5,20,1982,2007,1987,2007
150484,wellsve01,wells-001ver,1326,Wells,Vernon,Vernon M.,,,1978,12,8,1997,2013,1999,2013
150029,werthja01,werth-001jay,1327,Werth,Jayson,Jayson Richard Gowan,,,1979,5,20,1997,2018,2002,2017
124105,westda01,west--001dav,1013799,West,David,David Lee,,,1964,9,1,1983,1999,1988,1998
150414,westbja01,westbr001jac,412,Westbrook,Jake,Jacob Cauthen,,,1977,9,29,1996,2013,2000,2013
437704,,whitak001cha,NA,Whitaker,Chad,Chad Stephen,,,1976,9,16,1995,2001,NA,NA
443593,,white-003wil,NA,White,Billy,William Adrian,,,1968,7,3,1989,1996,NA,NA
448473,,white-009cha,NA,White,Charlie,Charlie L.,,,1967,6,16,1988,1992,NA,NA
448474,,white-003fre,NA,White,Frederick,Frederick L.,,,1968,8,24,1986,1993,NA,NA
124171,whitega01,white-001gab,360,White,Gabe,Gabriel Allen,,,1971,11,20,1990,2005,1994,2005
285076,,white-001mat,NA,White,Matt,Matthew Edward,,,1978,8,13,1997,2003,NA,NA
124185,whitero02,white-003ron,856,White,Rondell,Rondell Bernard,,,1972,2,23,1990,2007,1993,2007
124204,whitewa02,whiteh002wal,1013896,Whitehurst,Wally,Walter Richard,,,1964,4,11,1985,1996,1989,1996
441571,,whitem001gre,NA,Whiteman,Greg,Gregory Alan,,,1973,6,12,1994,1998,NA,NA
124217,whitmda02,whitmo001dar,1013903,Whitmore,Darrell,Darrell Lamont,,,1968,11,18,1990,2002,1993,1995
438369,,whitta001jer,NA,Whittaker,Jerry,Jerry Augustus,,,1973,11,17,1994,1998,NA,NA
439465,,whitte001cha,NA,Whitten,Casey,Charles Kenneth,,,1972,5,23,1993,1998,NA,NA
124227,wickake01,wickan001kev,1013915,Wickander,Kevin,Kevin Dean,,,1965,1,4,1986,1996,1989,1996
124233,wickmbo01,wickma001rob,413,Wickman,Bob,Robert Joe,,,1969,2,6,1990,2007,1992,2007
124234,widgech01,widger001chr,1541,Widger,Chris,Christopher Jon,,,1971,5,21,1992,2014,1995,2006
442117,,wilcox001chr,NA,Wilcox,Luke,Christopher Luke,,,1973,11,15,1995,2001,NA,NA
124266,wilkecu01,wilker001cur,1013951,Wilkerson,Curt,Curtis Vernon,,,1961,4,26,1980,1995,1983,1993
437802,,wilker003ste,NA,Wilkerson,Steven,Steven Christopher,,,1972,11,8,1993,2006,NA,NA
124275,wilkibi01,wilkin002wil,1013953,Wilkinson,Bill,William Carl,,,1964,8,10,1983,1992,1985,1988
124291,willibr01,willia005bri,1013978,Williams,Brian,Brian O'Neal,,,1969,2,15,1990,2003,1991,2000
456368,,willia001bru,NA,Williams,Bruce,Bruce Allen,,,1962,12,28,1981,1986,NA,NA
124305,willied01,willia005edw,1013996,Williams,Eddie,Edward Laquan,,,1964,11,1,1983,2002,1986,1998
449616,,willia002edw,NA,Williams,Eddie,Edward Andrew,,,1968,2,19,1986,1991,NA,NA
439589,,willia006edw,NA,Williams,Eddie,Edward Quincy,,,1972,1,22,1991,1995,NA,NA
442352,,willia004jef,NA,Williams,Jeff,Jeffrey Jay,,,1969,4,16,1990,1998,NA,NA
124322,willike02,willia006ken,1014013,Williams,Ken,Kenneth Royal,,,1964,4,6,1982,1992,1986,1991
443949,,willia002ler,NA,Williams,Leroy,Leroy I.,,,1972,4,13,1990,1993,NA,NA
124327,willima03,willia005mat,1014021,Williams,Matt,Matthew Evan,,,1959,7,25,1981,1986,1983,1985
124326,willima04,willia004mat,77,Williams,Matt,Matthew Derrick,,,1965,11,28,1986,2003,1987,2003
276370,willima09,willia008mat,1014023,Williams,Matt,Matt Taylor,,,1971,4,12,1992,2002,2000,2000
449627,,willia001pau,NA,Williams,Paul,Paul J.,,,1968,8,9,1986,1996,NA,NA
124349,willian01,willia006ant,1013972,Williamson,Antone,Anthony Joseph,,,1973,7,18,1994,2000,1997,1997
124351,willima05,willia011mar,1014022,Williamson,Mark,Mark Alan,,,1959,7,21,1982,1994,1987,1994
